call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,recs = pickle.load(f),255,import pickle,11.0,pickle.load,pickle,evaluator/voc_evaluator.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\evaluator\voc_evaluator.py
import,load,"checkpoint = torch.load(args.pretrained, map_location='cpu')",29,import torch,4.0,torch.load,torch,models/__init__.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\models\__init__.py
,load_state_dict,"model.load_state_dict(checkpoint_state_dict, strict=False)",46,,,model.load_state_dict,model,models/__init__.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\models\__init__.py
import,load,"checkpoint = torch.load(args.resume, map_location='cpu')",51,import torch,4.0,torch.load,torch,models/__init__.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\models\__init__.py
,load_state_dict,model.load_state_dict(checkpoint_state_dict),54,,,model.load_state_dict,model,models/__init__.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\models\__init__.py
assignment_import,load_state_dict,backbone.load_state_dict(checkpoint_state_dict),366,backbone = ELANNet_Nano(depthwise=True),341.0,torch.nn.load_state_dict,torch,models/backbone/elannet.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\models\backbone\elannet.py
assignment_import,load_state_dict,backbone.load_state_dict(checkpoint_state_dict),202,backbone = ShuffleNetV2(model_size=model_size),175.0,torch.nn.load_state_dict,torch,models/backbone/shufflenetv2.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\models\backbone\shufflenetv2.py
import,loads,records =[json.loads(line.strip('\n')) for line in lines],24,import json,3.0,json.loads,json,tools/convert_crowdhuman_to_coco.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\tools\convert_crowdhuman_to_coco.py
import,load,onnx_model = onnx.load(output_name),123,import onnx,116.0,onnx.load,onnx,tools/export_onnx.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\tools\export_onnx.py
import,loads,data_list.append(pickle.loads(buffer)),48,import pickle,7.0,pickle.loads,pickle,utils/distributed_utils.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\utils\distributed_utils.py
import,load,"checkpoint = torch.load(path_to_ckpt, map_location='cpu')",347,import torch,1.0,torch.load,torch,utils/misc.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\utils\misc.py
function_parameter,load_state_dict,model.load_state_dict(checkpoint_state_dict),349,"def load_weight(model, path_to_ckpt):",340.0,load_weight.model.load_state_dict,load_weight,utils/misc.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\utils\misc.py
import,load,checkpoint = torch.load(resume),40,import torch,1.0,torch.load,torch,utils/solver/optimizer.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\utils\solver\optimizer.py
assignment_import,load_state_dict,optimizer.load_state_dict(checkpoint_state_dict),43,"optimizer = optim.AdamW(pg0, lr=base_lr, betas=(cfg['momentum'], 0.999))  # adjust beta1 to momentum",29.0,torch.optim.load_state_dict,torch,utils/solver/optimizer.py,yjh0410/FreeYOLO,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\yjh0410@FreeYOLO\utils\solver\optimizer.py
