call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,json_model_def = json.load(f),156,import json,2,json.load,json,source/funciones.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\funciones.py
assignment_unknown,fit,"history = self.NN.fit(X_train, Y_train, validation_data=(X_test, Y_test), batch_size=batch_size, epochs=epochs,",66,self.NN = self.load_NN(load_path_NN),21,self.load_NN.fit,self,source/nn_models/lstm_model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\lstm_model.py
import,load_model,return tf.keras.models.load_model(model_path),86,import tensorflow as tf,4,tensorflow.keras.models.load_model,tensorflow,source/nn_models/lstm_model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\lstm_model.py
custom_function,load_model,self.scaler = self.load_model(load_path_scaler),51,def load_model(path_model):,217,load_model.self,load_model,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
custom_function,load_model,self.PCA = self.load_model(load_path_PCA),56,def load_model(path_model):,217,load_model.self,load_model,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
assignment_unknown,fit,self.scaler.fit(X),87,self.scaler = self.load_model(load_path_scaler),51,self.load_model.fit,self,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
assignment_unknown,fit,self.PCA.fit(X),95,self.PCA = self.load_model(load_path_PCA),56,self.load_model.fit,self,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
assignment_unknown,fit,"history = self.NN.fit(X_train, Y_train, validation_data=(X_test, Y_test), batch_size=batch_size, epochs=epochs,",149,self.NN = self.load_NN(load_path_NN),61,self.load_NN.fit,self,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
import,load,pickle_model = pickle.load(file),219,import pickle,2,pickle.load,pickle,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
import,load_model,return tf.keras.models.load_model(model_path),225,import tensorflow as tf,7,tensorflow.keras.models.load_model,tensorflow,source/nn_models/model.py,Moving-AI/virtual-walk,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Moving-AI@virtual-walk\source\nn_models\model.py
