call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
assignment_import,load_weights,"loaded_model.load_weights(self.current_dir + ""/model/model_checkpoint.hdf5"")",27,loaded_model = model_from_json(loaded_model_json),26.0,keras.models.model_from_json.load_weights,keras,models/Densenet_T2_ABK_auc_079_nozone/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_079_nozone\deploy.py
,load,"t2_mean = np.load(mean_std_dir + ""/training_t2_mean.npy"")",98,,,np.load,np,models/Densenet_T2_ABK_auc_079_nozone/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_079_nozone\deploy.py
,load,"t2_std = np.load(mean_std_dir + ""/training_t2_std.npy"")",99,,,np.load,np,models/Densenet_T2_ABK_auc_079_nozone/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_079_nozone\deploy.py
,load,"abk_mean = np.load(mean_std_dir + ""/training_abk_mean.npy"")",101,,,np.load,np,models/Densenet_T2_ABK_auc_079_nozone/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_079_nozone\deploy.py
,load,"abk_std = np.load(mean_std_dir + ""/training_abk_std.npy"")",102,,,np.load,np,models/Densenet_T2_ABK_auc_079_nozone/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_079_nozone\deploy.py
import,load,json_data = json.load(json_file),17,import json,4.0,json.load,json,models/Densenet_T2_ABK_auc_079_nozone/utils/helpers.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_079_nozone\utils\helpers.py
assignment_import,load_weights,"loaded_model.load_weights(self.current_dir + ""/model/model_checkpoint.hdf5"")",25,loaded_model = model_from_json(loaded_model_json),24.0,keras.models.model_from_json.load_weights,keras,models/Densenet_T2_ABK_auc_08/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_08\deploy.py
,load,"t2_mean = np.load(mean_std_dir + ""/training_t2_mean.npy"")",97,,,np.load,np,models/Densenet_T2_ABK_auc_08/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_08\deploy.py
,load,"t2_std = np.load(mean_std_dir + ""/training_t2_std.npy"")",98,,,np.load,np,models/Densenet_T2_ABK_auc_08/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_08\deploy.py
,load,"abk_mean = np.load(mean_std_dir + ""/training_abk_mean.npy"")",100,,,np.load,np,models/Densenet_T2_ABK_auc_08/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_08\deploy.py
,load,"abk_std = np.load(mean_std_dir + ""/training_abk_std.npy"")",101,,,np.load,np,models/Densenet_T2_ABK_auc_08/deploy.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_08\deploy.py
import,load,json_data = json.load(json_file),17,import json,4.0,json.load,json,models/Densenet_T2_ABK_auc_08/utils/helpers.py,Tesseract-MI/prostatecancer.ai,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Tesseract-MI@prostatecancer.ai\models\Densenet_T2_ABK_auc_08\utils\helpers.py
