name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
xgboost,XGBoost Python Package,23765,8541,C++,"distributed-systems, gbdt, gbm, gbrt, machine-learning, xgboost",Pypi,https://pypi.org/project/xgboost/,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,,24
jsonpickle,Python library for serializing any arbitrary object graph into JSON,1097,153,Python,"json, pickle, marshal, serialization, JavaScript, Object, Notation, bsd-3-clause, deserialization, objectstorage, python",Pypi,https://pypi.org/project/jsonpickle/,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,,22
pytorch-lightning,PyTorch Lightning is the lightweight PyTorch wrapper for ML researchers. Scale your models. Write less boilerplate.,21545,2745,Python,"deep, learning, pytorch, AI, artificial-intelligence, data-science, deep-learning, machine-learning, python",Pypi,https://pypi.org/project/pytorch-lightning/,https://github.com/Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,,21
datasets,HuggingFace community-driven open-source library of datasets,15149,2002,Python,"datasets, machine, learning, metrics, computer-vision, deep-learning, evaluation, hacktoberfest, machine-learning, natural-language-processing, nlp, numpy, pandas, pytorch, speech, tensorflow",Pypi,https://pypi.org/project/datasets/,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,,20
MDAnalysis,An object-oriented toolkit to analyze molecular dynamics trajectories.,955,522,Python,"python, science, chemistry, biophysics, molecular-dynamics, computational-chemistry, molecular-simulation, analysis, trajectory-analysis, mdanalysis, molecular-dynamics-simulation",Pypi,https://pypi.org/project/MDAnalysis/,https://www.mdanalysis.org,https://github.com/mdanalysis/mdanalysis,,18
pm4py,Process mining for Python,518,214,Python,"data-mining, data-science, machine-learning, process-mining, python",Pypi,https://pypi.org/project/pm4py/,http://www.pm4py.org,https://github.com/pm4py/pm4py-source,,17
accelerate,Accelerate,3608,323,Python,"deep, learning",Pypi,https://pypi.org/project/accelerate/,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,,17
wfdb,"The WFDB Python package: tools for reading, writing, and processing physiologic signals and annotations.",629,271,Jupyter Notebook,"ecg, ekg, physionet, python, wfdb",Pypi,https://pypi.org/project/wfdb/,https://github.com/MIT-LCP/wfdb-python/,https://github.com/MIT-LCP/wfdb-python,,17
anndata,Annotated data.,273,107,Python,"bioinformatics, data-science, machine-learning, scanpy, scverse, transcriptomics",Pypi,https://pypi.org/project/anndata/,http://anndata.readthedocs.io,https://github.com/theislab/anndata,,16
mmdet,OpenMMLab Detection Toolbox and Benchmark,22909,8319,Python,"computer, vision, object, detection, cascade-rcnn, convnext, detr, fast-rcnn, faster-rcnn, instance-segmentation, mask-rcnn, object-detection, panoptic-segmentation, pytorch, retinanet, rtmdet, semisupervised-learning, ssd, swin-transformer, transformer, vision-transformer, yolo",Pypi,https://pypi.org/project/mmdet/,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,,16
nni,Neural Network Intelligence project,12451,1744,Python,"automated-machine-learning, automl, bayesian-optimization, data-science, deep-learning, deep-neural-network, distributed, feature-engineering, hyperparameter-optimization, hyperparameter-tuning, machine-learning, machine-learning-algorithms, mlops, model-compression, nas, neural-architecture-search, neural-network, python, pytorch, tensorflow",Pypi,https://pypi.org/project/nni/,https://github.com/Microsoft/nni,https://github.com/Microsoft/nni,,16
shap,A unified approach to explain the output of any machine learning model.,665,0,Jupyter Notebook,,Pypi,https://pypi.org/project/shap/,http://github.com/slundberg/shap,https://github.com/slundberg/shap,,16
flair,A very simple framework for state-of-the-art NLP,12181,1960,Python,"machine-learning, named-entity-recognition, natural-language-processing, nlp, pytorch, semantic-role-labeling, sequence-labeling, word-embeddings",Pypi,https://pypi.org/project/flair/,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,,16
scrubadub,Clean personally identifiable information from dirty dirty text.,286,74,Python,,Pypi,https://pypi.org/project/scrubadub/,https://github.com/LeapBeyond/scrubadub,https://github.com/LeapBeyond/scrubadub,,15
tsam,Time series aggregation module (tsam) to create typical periods,118,27,Python,"clustering, optimization, aggregation, energy-system, python, time-series, timeseries, typical-periods",Pypi,https://pypi.org/project/tsam/,https://github.com/FZJ-IEK3-VSA/tsam,https://github.com/FZJ-IEK3-VSA/tsam,,15
catalyst,Catalyst. Accelerated deep learning R&D with PyTorch.,2916,361,Python,"Machine, Learning, Distributed, Computing, Deep, Reinforcement, Computer, Vision, Natural, Language, Processing, Recommendation, Systems, Information, Retrieval, PyTorch, computer-vision, deep-learning, distributed-computing, image-classification, image-processing, image-segmentation, information-retrieval, infrastructure, machine-learning, metric-learning, natural-language-processing, object-detection, python, recommender-system, reinforcement-learning, reproducibility, research, text-classification, text-segmentation",Pypi,https://pypi.org/project/catalyst/,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,,15
statsforecast,Time series forecasting suite using statistical models,2095,120,Python,"time-series, forecasting, arima, ets, automl, baselines, data-science, econometrics, exponential-smoothing, fbprophet, machine-learning, mstl, naive, neuralprophet, predictions, prophet, python, seasonal-naive, statistics, theta",Pypi,https://pypi.org/project/statsforecast/,https://github.com/Nixtla/statsforecast/,https://github.com/Nixtla/statsforecast,,15
pycaret,"PyCaret - An open source, low-code machine learning library in Python.",6874,1567,Jupyter Notebook,"anomaly-detection, citizen-data-scientists, classification, clustering, data-science, gpu, machine-learning, ml, nlp, pycaret, python, regression, time-series",Pypi,https://pypi.org/project/pycaret/,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,,15
nnunet-inference-on-cpu-and-gpu,nnU-Net. Framework for out-of-the box biomedical image segmentation. Can do inference on both gpu(if cuda available) and cpu(if cuda not available),3191,1120,Python,"deep, learning, image, segmentation, medical, analysis, nnU-Net, nnunet",Pypi,https://pypi.org/project/nnunet-inference-on-cpu-and-gpu/,https://github.com/MIC-DKFZ/nnUNet,https://github.com/MIC-DKFZ/nnUNet,,14
gdsfactory,python library to generate GDS layouts,145,57,Python,"eda, photonics, python, gds, gdsii",Pypi,https://pypi.org/project/gdsfactory/,https://gdsfactory.github.io/gdsfactory/,https://github.com/gdsfactory/gdsfactory,,14
antspyx,Advanced Normalization Tools in Python,422,130,Python,,Pypi,https://pypi.org/project/antspyx/,https://github.com/ANTsX/ANTsPy,https://github.com/ANTsX/ANTsPy,,14
asreview,ASReview LAB - A tool for AI-assisted systematic reviews,404,84,Python,"systematic, review, machine-learning, active-learning, asreview, covid-19, deep-learning, learning-algorithms, literature, research, systematic-literature-reviews, systematic-reviews, utrecht-university",Pypi,https://pypi.org/project/asreview/,https://github.com/asreview/asreview,https://github.com/asreview/asreview,,14
niworkflows,NeuroImaging Workflows provides processing tools for magnetic resonance images of the brain.,73,42,Python,,Pypi,https://pypi.org/project/niworkflows/,https://www.nipreps.org,https://github.com/nipreps/niworkflows,,14
pyjanitor,Tools for cleaning pandas DataFrames,1095,160,Python,"cleaning-data, data, data-engineering, dataframe, hacktoberfest, pandas, pydata",Pypi,https://pypi.org/project/pyjanitor/,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,,14
nemo-toolkit,NeMo - a toolkit for Conversational AI,5492,1358,Python,"deep, learning, machine, gpu, NLP, NeMo, nvidia, pytorch, torch, tts, speech, language, asr, deep-learning, language-model, machine-translation, neural-network, nlp-machine-learning, nmt, speaker-diarization, speaker-recognition, speech-recognition, speech-synthesis, speech-to-text, text-normalization, text-to-speech",Pypi,https://pypi.org/project/nemo-toolkit/,https://github.com/nvidia/nemo,https://github.com/nvidia/nemo,,14
pca,pca: A Python Package for Principal Component Analysis.,198,34,Jupyter Notebook,"3d-plot, biplot, explained-variance, hotelling-t2, outliers, pca, principal-component-analysis",Pypi,https://pypi.org/project/pca/,https://erdogant.github.io/pca,https://github.com/erdogant/pca,,14
zeus-mcmc,zeus: Lightning Fast MCMC,198,28,Python,"bayesian-inference, black-box-bayesian-inference, general-purpose, inference, machine-learning, mcmc, mcmc-sampler, probabilistic-data-analysis, python, sampling, sampling-methods",Pypi,https://pypi.org/project/zeus-mcmc/,https://github.com/minaskar/zeus,https://github.com/minaskar/zeus,,14
microprediction,Client for www.microprediction.org turnkey community prediction,213,33,Jupyter Notebook,"fbprophet, filterpy, hmmlearn, kalman-filter, keras, nowcasting, online-algorithms, pmdarima, time-series, timeseries, timeseries-analysis, timeseries-clustering, timeseries-data, timeseries-database, timeseries-forecasting, timeseries-prediction, tsfresh, tslearn",Pypi,https://pypi.org/project/microprediction/,https://github.com/microprediction/microprediction,https://github.com/microprediction/microprediction,,14
optimum,"Optimum Library is an extension of the Hugging Face Transformers library, providing a framework to integrate third-party libraries from Hardware Partners and interface with their specific functionality.",918,130,Python,"transformers, quantization, pruning, optimization, training, inference, onnx, runtime, intel, habana, graphcore, neural, compressor, ipu, hpu, onnxruntime, pytorch",Pypi,https://pypi.org/project/optimum/,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,,14
farm-haystack,Neural Question Answering & Semantic Search at Scale. Use modern transformer based models like BERT to find answers in large document collections,6922,1045,Python,"BERT, QA, Question-Answering, Reader, Retriever, albert, language-model, mrc, roberta, search, semantic-search, squad, transfer-learning, transformer, ai, chatgpt, elasticsearch, generative-ai, gpt-3, information-retrieval, large-language-models, machine-learning, natural-language-processing, nlp, python, pytorch, summarization, transformers",Pypi,https://pypi.org/project/farm-haystack/,https://haystack.deepset.ai,https://github.com/deepset-ai/haystack,,14
paddledet,Object detection and instance segmentation toolkit based on PaddlePaddle,9417,2382,Python,"ppdet, paddle, ppyolo, blazeface, cascade-rcnn, deepsort, face-detection, fairmot, faster-rcnn, fcos, human-activity-recognition, human-pose-estimation, instance-segmentation, mask-rcnn, multi-object-tracking, object-detection, picodet, pp-yolo, ssd, yolov3, yolov5, yolov7, yolox",Pypi,https://pypi.org/project/paddledet/,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,,13
syft,Perform numpy-like analysis on data that remains in someone elses server,8548,1898,Python,"cryptography, deep-learning, federated-learning, hacktoberfest, privacy, python, pytorch, secure-computation, syft",Pypi,https://pypi.org/project/syft/,https://openmined.github.io/PySyft/,https://github.com/OpenMined/PySyft,,13
ctgan,Create tabular synthetic data using a conditional GAN,809,216,Python,"ctgan, data-generation, generative-adversarial-network, synthetic-data, synthetic-data-generation, tabular-data",Pypi,https://pypi.org/project/ctgan/,https://github.com/sdv-dev/CTGAN,https://github.com/sdv-dev/CTGAN,,13
neurokit2,The Python Toolbox for Neurophysiological Signal Processing.,897,275,Python,"NeuroKit2, physiology, bodily, signals, Python, ECG, EDA, EMG, PPG, biosignals, cardiac, eeg, entropy, eog, hacktoberfest, heart-rate, hrv, scr, signal, signal-processing, skin-conductance, software, tutorial",Pypi,https://pypi.org/project/neurokit2/,https://github.com/neuropsychology/NeuroKit,https://github.com/neuropsychology/NeuroKit,,13
paddleseg,End-to-end image segmentation kit based on PaddlePaddle.,6383,1352,Python,"paddleseg, paddlepaddle, semantic-segmentation, instance-segmentation, autonomous-driving, human-segmentation, image-matting, image-segmentation, interactive-segmentation, lane-detection, medical-image-segmentation, panoptic-segmentation, transformer, video-segmentation",Pypi,https://pypi.org/project/paddleseg/,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,,13
MindsDB,"MindsDB server, provides server capabilities to mindsdb native python library",13551,1525,Python,"artificial-intelligence, automl, clickhouse, explainable-ai, explainable-ml, hacktoberfest, machine-learning, machine-learning-api, mariadb, ml, mysql, postgresql, pytorch, singlestore, snowflake",Pypi,https://pypi.org/project/MindsDB/,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,,13
nolds,Nonlinear measures for dynamical systems (based on one-dimensional time series),125,33,Python,"nonlinear, dynamical, system, chaos, lyapunov, hurst, exponent, rescaled, range, DFA, detrended, fluctuation, analysis, sample, entropy, correlation, dimension",Pypi,https://pypi.org/project/nolds/,https://github.com/CSchoel/nolds,https://github.com/CSchoel/nolds,,13
jina,Build multimodal AI services via cloud native technologies · Neural Search · Generative AI · MLOps,17119,2012,Python,"jina, cloud-native, cross-modal, multimodal, neural-search, query, search, index, elastic, neural-network, encoding, embedding, serving, docker, container, image, video, audio, deep-learning, mlops, aiops, airflow, creative-ai, crossmodal, fastapi, framework, generative-ai, grpc, kubernetes, machine-learning, microservices, pipeline, semantic-search, vector-search-engine, workflow",Pypi,https://pypi.org/project/jina/,https://github.com/jina-ai/jina/,https://github.com/jina-ai/jina,,13
mmcls,OpenMMLab Image Classification Toolbox and Benchmark,1863,736,Python,"computer, vision, image, classification, deep-learning, image-classification, imagenet, mobilenet, pytorch, regnet, resnet, resnext, senet, shufflenet, swin-transformer",Pypi,https://pypi.org/project/mmcls/,https://github.com/open-mmlab/mmclassification,https://github.com/open-mmlab/mmclassification,,13
pyts,A python package for time series classification,1098,114,Python,"classification, machine-learning, python, time-series, time-series-analysis, time-series-classification",Pypi,https://pypi.org/project/pyts/,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,,13
GEO-ADPTC,Adaptive Density Peak Tree Clustering,4569,1657,Python,,Pypi,https://pypi.org/project/GEO-ADPTC/,https://gitee.com/suilandcoder/geo_-adptc,,,13
westData,A small example package,4569,1657,Python,,Pypi,https://pypi.org/project/westData/,https://packaging.python.org/tutorials/packaging-projects/,https://github.com/pypa/sampleproject,,13
scattertext,An NLP package to visualize interesting terms in text.,2027,272,Python,"computational-social-science, d3, eda, exploratory-data-analysis, japanese-language, machine-learning, natural-language-processing, nlp, scatter-plot, semiotic-squares, sentiment, stylometric, stylometry, text-as-data, text-mining, text-visualization, topic-modeling, visualization, word-embeddings, word2vec",Pypi,https://pypi.org/project/scattertext/,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,,13
fast-bert,AI Library using BERT,1773,337,Python,"BERT, NLP, deep, learning, google, fast-bert, fastai, transformers",Pypi,https://pypi.org/project/fast-bert/,https://github.com/kaushaltrivedi/fast-bert,https://github.com/kaushaltrivedi/fast-bert,,13
phe,Partially Homomorphic Encryption library for Python,436,114,Python,"cryptography, encryption, homomorphic, homomorphic-encryption, paillier, python",Pypi,https://pypi.org/project/phe/,https://github.com/data61/python-paillier,https://github.com/data61/python-paillier,,13
ax-platform,Adaptive Experimentation,1981,242,Python,"Experimentation, Optimization",Pypi,https://pypi.org/project/ax-platform/,https://github.com/facebook/Ax,https://github.com/facebook/Ax,,13
medcat,Concept annotation tool for Electronic Health Records,306,86,Python,"collaborate, covid-19, electronic-health-records, healthcare, information-extraction, learn, natural-language-processing, ner, nlp, snomed, umls",Pypi,https://pypi.org/project/medcat/,https://github.com/CogStack/MedCAT,https://github.com/CogStack/MedCAT,,13
brainrender,Visualisation and exploration of brain atlases and other anatomical data,399,60,Python,"anatomy, neuroscience, python, visualization",Pypi,https://pypi.org/project/brainrender/,https://github.com/brainglobe/brainrender,https://github.com/brainglobe/brainrender,,13
sigProfilerPlotting,SigProfiler plotting tool,37,11,Python,"cancer-genomics, mutation-analysis, mutational-signatures, somatic-variants, visualization",Pypi,https://pypi.org/project/sigProfilerPlotting/,https://github.com/alexandrovlab/SigProfilerPlotting,https://github.com/alexandrovlab/SigProfilerPlotting,,13
tbats,BATS and TBATS for time series forecasting,145,17,Python,,Pypi,https://pypi.org/project/tbats/,https://github.com/intive-DataScience/tbats,https://github.com/intive-DataScience/tbats,,13
astro-ghost,"A package to associate transients with host galaxies, and a database of 16k SNe-host galaxies in PS1.",4569,1657,Python,,Pypi,https://pypi.org/project/astro-ghost/,https://github.com/pypa/sampleproject,https://github.com/pypa/sampleproject,,13
emerge-viz,Visualize source code structure and dependencies in an interactive d3 application,434,24,Python,"android-dependency-visualizer, code-metrics, code-visualization, data-visualization, dependencies, dependency-analysis, dependency-graph, dependency-visualizer, graph-visualization, java-dependency-visualizer, javascript-dependency-visualizer, kotlin-dependency-visualizer, metrics-gathering, python, python-dependency-visualizer, source-code-analysis, swift-dependencies-visualizer, swift-dependency-visualizer, typescript-dependency-visualizer, visualization",Pypi,https://pypi.org/project/emerge-viz/,https://github.com/glato/emerge,https://github.com/glato/emerge,,13
d3graph,Python package to create interactive network based on d3js.,98,15,Jupyter Notebook,"adjacency-matrix, d3-javascript, d3graph, d3js, d3js-graph, force-directed-graph, graph, interactive, network, python",Pypi,https://pypi.org/project/d3graph/,https://erdogant.github.io/d3graph,https://github.com/erdogant/d3graph,,12
plsc,"PLSC is an open source repo for a collection of Paddle Large Scale Classification Tools, which supports large-scale classification model pre-training as well as finetune for downstream tasks.",117,26,Python,"face-recognition, vision-classification, large-scale, distributed-training, data-parallel, model-parallel, resnet, vit, face-vit, deit, partial-fc, arcface, cait, convmae, cosface, facevit, hight-speed, low-memory, mae, moco-v3, paddle, paddlepaddle",Pypi,https://pypi.org/project/plsc/,https://github.com/PaddlePaddle/PLSC,https://github.com/PaddlePaddle/PLSC,,12
Nando,A small example package,4569,1657,Python,"test, tests, test1",Pypi,https://pypi.org/project/Nando/,https://github.com/pypa/sampleproject,https://github.com/pypa/sampleproject,,12
rising,Provides everything needed for high performance data loading and augmentation in pytorch.,288,25,Jupyter Notebook,"deep, learning, augmentation, transforms, pytorch, medical",Pypi,https://pypi.org/project/rising/,https://github.com/PhoenixDL/rising,https://github.com/PhoenixDL/rising,,12
fmriprep,fMRIPrep is a robust and easy-to-use pipeline for preprocessing of diverse fMRI data.,492,263,HTML,"bids, brain-imaging, fmri, fmri-preprocessing, image-processing, neuroimaging",Pypi,https://pypi.org/project/fmriprep/,https://github.com/nipreps/fmriprep,https://github.com/nipreps/fmriprep,,12
karateclub,"A general purpose library for community detection, network embedding, and graph mining research.",1812,229,Python,"community, detection, networkx, graph, clustering, embedding, deepwalk, graph2vec, node2vec, deep, node-embedding, graph-embedding, learning, louvain, machine-learning, deep-learning, deeplearning, 2vec, community-detection, gcn, graph-clustering, label-propagation, network-embedding, network-science, networkx-graph, scikit, sklearn, supervised-learning, unsupervised-learning",Pypi,https://pypi.org/project/karateclub/,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,,12
cortex,Cost-effective serverless computing,7883,600,Go,"infrastructure, machine-learning",Pypi,https://pypi.org/project/cortex/,https://www.cortex.dev,https://github.com/cortexlabs/cortex,,12
malaya,"Natural-Language-Toolkit for bahasa Malaysia, powered by Tensorflow and PyTorch.",344,118,Jupyter Notebook,"nlp, bm, bahasa-malaysia, emotion-analysis, entity-framework, language-detection, malay, malay-nlp, natural-language-processing, ner, normalizer, pos-tagging, sentiment-analysis, subjectivity-analysis, tensorflow",Pypi,https://pypi.org/project/malaya/,https://github.com/huseinzol05/Malaya,https://github.com/huseinzol05/Malaya,,12
keytotext,Text Generation Using Keywords,328,47,Jupyter Notebook,"api, docker, huggingface-transformers, keytotext, keywords, nlp, sentences, streamlit, t5",Pypi,https://pypi.org/project/keytotext/,https://github.com/gagan3012/keytotext,https://github.com/gagan3012/keytotext,,12
empyrial,An Open Source Portfolio Management Framework for Everyone 投资组合管理,661,98,Python,"backtesting, empyrial, finance, fintech, futures, investment, investment-analysis, investment-portfolio, machine-learning, options, portfolio-analysis, portfolio-management, portfolio-optimization, python, quant, quantitative-analysis, quantitative-finance, stock, stock-data, stock-market",Pypi,https://pypi.org/project/empyrial/,https://github.com/ssantoshp/Empyrial,https://github.com/ssantoshp/Empyrial,,12
PTX-now,"A sample project that exists for PyPUG's ""Tutorial on Packaging and Distributing Projects""",4569,1657,Python,,Pypi,https://pypi.org/project/PTX-now/,https://github.com/pypa/sampleproject,https://github.com/pypa/sampleproject,,12
derivative,Numerical differentiation in python.,34,5,Python,"differentiation, derivative, gradient, prime, experimental-data, numerical-differentiation",Pypi,https://pypi.org/project/derivative/,https://github.com/andgoldschmidt/derivative,https://github.com/andgoldschmidt/derivative,,12
Montreal-Forced-Aligner,Montreal Forced Aligner is a package for aligning speech corpora using Kaldi functionality.,901,205,Python,"phonology, corpus, phonetics, alignment, segmentation, transcription, g2p, language, modeling, acoustic-model, forced-alignment, grapheme-to-phone, kaldi, pronunciation-dictionary, python",Pypi,https://pypi.org/project/Montreal-Forced-Aligner/,https://github.com/MontrealCorpusTools/Montreal-Forced-Aligner,https://github.com/MontrealCorpusTools/Montreal-Forced-Aligner,,12
teaspoon,A Topological Signal Processing Package,45,11,Jupyter Notebook,,Pypi,https://pypi.org/project/teaspoon/,,https://github.com/lizliz/teaspoon,,12
control-scnu,The code package for HuaGuang AI Education,4569,1657,Python,,Pypi,https://pypi.org/project/control-scnu/,https://github.com/pypa/sampleproject,https://github.com/pypa/sampleproject,,12
tensorflow-lattice,A library that implements optionally monotonic lattice based models.,506,96,Python,"tensorflow, lattice, calibration, machine, learning",Pypi,https://pypi.org/project/tensorflow-lattice/,https://github.com/tensorflow/lattice,https://github.com/tensorflow/lattice,,12
kashgari,"Simple, Keras-powered multilingual NLP framework, allows you to build your models in 5 minutes for named entity recognition (NER), part-of-speech tagging (PoS) and text classification tasks. Includes BERT, GPT-2 and word2vec embedding.",2149,409,Python,"nlp, machine-learning, text-classification, named-entity-recognition, seq2seq, transfer-learning, ner, bert, sequence-labeling, nlp-framework, bert-model, text-labeling, gpt-2",Pypi,https://pypi.org/project/kashgari/,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,,12
