call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,data = np.load(filename),70,import numpy as np,2,numpy.load,numpy,benchmark_test/scripts/load.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\benchmark_test\scripts\load.py
constant,load,self.collection.load(),148,self.collection = None,18,NoneType.load,NoneType,benchmark_test/scripts/milvus_helpers.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\benchmark_test\scripts\milvus_helpers.py
import,load,data = np.load(QUERY_FILE_PATH),25,import numpy as np,3,numpy.load,numpy,benchmark_test/scripts/performance_test.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\benchmark_test\scripts\performance_test.py
import,load,data = np.load(RECALL_QUERY_FILE).tolist(),88,import numpy as np,1,numpy.load,numpy,benchmark_test/scripts/recall_test.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\benchmark_test\scripts\recall_test.py
import,load,data = np.load(path),38,import numpy as np,1,numpy.load,numpy,solutions/3d/milvus3d/quick_deploy/server/src/encode.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\solutions\3d\milvus3d\quick_deploy\server\src\encode.py
assignment_import,load_state_dict,"model.load_state_dict(torch.load(WEIGHTS, map_location=device))",50,model = nn.DataParallel(model),48,torch.nn.load_state_dict,torch,solutions/3d/milvus3d/quick_deploy/server/src/main.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\solutions\3d\milvus3d\quick_deploy\server\src\main.py
import,load,"model.load_state_dict(torch.load(WEIGHTS, map_location=device))",50,import torch,5,torch.load,torch,solutions/3d/milvus3d/quick_deploy/server/src/main.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\solutions\3d\milvus3d\quick_deploy\server\src\main.py
constant,load,self.collection.load(),64,self.collection = None,14,NoneType.load,NoneType,solutions/3d/milvus3d/quick_deploy/server/src/milvus_helpers.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\solutions\3d\milvus3d\quick_deploy\server\src\milvus_helpers.py
import,load,"audio, _ = librosa.core.load(path, sr=RESAMPLE_RATE, mono=True)",10,import librosa,1,librosa.core.load,librosa,solutions/audio/audio_similarity_search/quick_deploy/server/src/encode.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\solutions\audio\audio_similarity_search\quick_deploy\server\src\encode.py
constant,load,self.collection.load(),67,self.collection =None,17,NoneType.load,NoneType,solutions/audio/audio_similarity_search/quick_deploy/server/src/milvus_helpers.py,milvus-io/bootcamp,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\milvus-io@bootcamp\solutions\audio\audio_similarity_search\quick_deploy\server\src\milvus_helpers.py
