call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,loads,data = json.loads(request.data.decode()),60,import json,2.0,json.loads,json,build/lib_bak/agent_lib/app.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\build\lib_bak\agent_lib\app.py
import,loads,command = json.loads(queue_object),78,import json,3.0,json.loads,json,build/lib_bak/agent_lib/agents/local_agent.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\build\lib_bak\agent_lib\agents\local_agent.py
import,loads,outputData=json.loads(jsonData),3008,import json,6.0,json.loads,json,coreutils/BwBase.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\BwBase.py
import,loads,line = json.loads(jsonstr),593,import json,2.0,json.loads,json,coreutils/DockerClient.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\DockerClient.py
import,loads,line = json.loads(status),638,import json,2.0,json.loads,json,coreutils/DockerClient.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\DockerClient.py
import,loads,packages = json.loads(jsonValue),804,"import requests, json",5.0,json.loads,json,coreutils/OWImageBuilder.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\OWImageBuilder.py
import,load,data = pickle.load(f),839,import pickle,6.0,pickle.load,pickle,coreutils/OWWidgetBuilder.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\OWWidgetBuilder.py
import,load,data = pickle.load(f),843,import pickle,6.0,pickle.load,pickle,coreutils/OWWidgetBuilder.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\OWWidgetBuilder.py
import,load,data = pickle.load(f),16,import pickle,5.0,pickle.load,pickle,coreutils/updateWorkflows.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\updateWorkflows.py
import,load,data = pickle.load(f),20,import pickle,5.0,pickle.load,pickle,coreutils/updateWorkflows.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\coreutils\updateWorkflows.py
custom_function,fit,"return self.fit(X, Y, W)",104,"def fit(self, X, Y, W=None):",454.0,fit.self,fit,orange3/Orange/base.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\orange3\Orange\base.py
custom_function,fit,"return self.fit(X, Y, W)",137,"def fit(self, X, Y, W=None):",454.0,fit.self,fit,orange3/Orange/base.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\orange3\Orange\base.py
assignment_unknown,fit,"return self.__returns__(clf.fit(X, Y))",398,clf = self.__wraps__(**self.params),395.0,self.__wraps__.fit,self,orange3/Orange/base.py,BioDepot/BioDepot-workflow-builder,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\BioDepot@BioDepot-workflow-builder\orange3\Orange\base.py
